id,url,title,pagerank,document,total_words,unique_words,top_words,top_tfidf,avg_tfidf,final_score
0,https://vnexpress.net/cam-nang-du-lich-an-giang-4445399.html,Cẩm nang du lịch An Giang,0.002414125989205248,0.txt,1008.0,488.0,"núi, an_giang, châu_đốc, mùa, du_khách, sông, đồng, chợ, đi, đặc_sản","châu_đốc, an_giang, long_xuyên, núi, sam",0.002600060813936703,0.0025442803665172665
1,https://vnexpress.net/cam-nang-du-lich-ba-na-hills-4866205.html,Cẩm nang du lịch Bà Nà Hills,0.00470405811415916,1.txt,1496.0,666.0,"nà, du_khách, hills, đồng, treo, khu, du_lịch, cáp, đà_nẵng, đỉnh","nà, hills, bql, cáp, treo",0.002283693924865391,0.0030098031816535218
2,https://vnexpress.net/cam-nang-du-lich-bac-giang-4851082.html,Cẩm nang du lịch Bắc Giang,0.0,2.txt,1359.0,725.0,"bắc_giang, chùa, huyện, hà_nội, du_khách, đi, núi, làng, mùa, đồng","bắc_giang, chùa, bánh_đa, vải_thiều, bánh",0.0030154375060396548,0.002110806254227758
3,https://vnexpress.net/cam-nang-du-lich-binh-thuan-4749039.html,Cẩm nang du lịch Bình Thuận,0.0031371979990231316,3.txt,1305.0,625.0,"biển, mũi, bình_thuận, né, du_lịch, đảo, du_khách, phú_quý, cá, đồng","né, bình_thuận, phú_quý, mũi, đảo",0.0029011958499832054,0.002971996494695183
4,https://vnexpress.net/cam-nang-du-lich-binh-dinh-4729689.html,Cẩm nang du lịch Bình Định,0.004223475115757702,4.txt,1776.0,840.0,"quy_nhơn, bình_định, biển, đồng, thành_phố, du_lịch, km, du_khách, giá, khu","quy_nhơn, bình_định, bánh_ít, quy_nhon, đồng",0.002896677432110315,0.003294716737204531
5,https://vnexpress.net/cam-nang-du-lich-binh-duong-4677956.html,Cẩm nang du lịch Bình Dương,0.0,5.txt,1864.0,926.0,"bình_dương, món, du_khách, măng_cụt, tp, khu, dầu, hcm, tiếng, gà","bình_dương, măng_cụt, thủ_dầu, dầu, lươn",0.0035119428898778547,0.002458360022914498
6,https://vnexpress.net/cam-nang-du-lich-binh-phuoc-4667906.html,Cẩm nang du lịch Bình Phước,0.0,6.txt,1595.0,769.0,"bình_phước, rừng, món, du_lịch, huyện, thác, đồng_xoài, đi, núi, chùa","bình_phước, đồng_xoài, cao_su, trảng, bù_gia_mập",0.003046678545468214,0.00213267498182775
7,https://vnexpress.net/cam-nang-du-lich-bac-kan-4659738.html,Cẩm nang du lịch Bắc Kạn,0.006104242741099747,7.txt,1212.0,627.0,"hồ, bể, bắc_kạn, du_lịch, du_khách, bắc, thành_phố, km, xã, khu","bể, bắc_kạn, hồ, kạn, sam",0.0027002191641222945,0.00372142623721553
8,https://vnexpress.net/cam-nang-du-lich-bao-loc-4643396.html,Cẩm nang du lịch Bảo Lộc,0.0,8.txt,1193.0,544.0,"bảo_lộc, du_khách, thành_phố, chè, trung_tâm, du_lịch, km, khu, thác, dambri","bảo_lộc, dambri, chè, thác, lâm_đồng",0.0020310780580938275,0.001421754640665679
9,https://vnexpress.net/cam-nang-du-lich-ba-ria-vung-tau-4479713.html,Cẩm nang du lịch Bà Rịa - Vũng Tàu,0.011943105187867833,9.txt,2262.0,995.0,"biển, vũng_tàu, du_khách, bà_rịa, món, núi, chùa, đường, rừng, đi","bà_rịa, vũng_tàu, biển, súng, du_khách",0.003579548799635396,0.006088615716105127
10,https://vnexpress.net/cam-nang-du-lich-binh-lieu-4473563.html,Cẩm nang du lịch Bình Liêu,0.004340177620779533,10.txt,1074.0,541.0,"bình_liêu, đi, núi, mốc, mùa, đường, du_khách, thác, quảng_ninh, cột","bình_liêu, mốc, quảng_ninh, cột, lau",0.0019699643465181725,0.0026810283287965805
11,https://vnexpress.net/cam-nang-du-lich-ba-vi-4468415.html,Cẩm nang du lịch Ba Vì,0.0009157402443533247,11.txt,1743.0,784.0,"khu, đồng, du_lịch, du_khách, đi, núi, rừng, hà_nội, vườn, quốc_gia","khu, đồng, mô, du_khách, rừng",0.003463101824886264,0.002698893350726382
12,https://vnexpress.net/cam-nang-du-lich-bac-ninh-4462126.html,Cẩm nang du lịch Bắc Ninh,0.0,12.txt,1309.0,686.0,"bắc_ninh, làng, chùa, đình, bánh, ảnh, du_lịch, vị, du_khách, tỉnh","bắc_ninh, làng, kinh_bắc, đình, phù_lãng",0.0030299261116360477,0.002120948278145233
13,https://vnexpress.net/cam-nang-du-lich-binh-ba-4449076.html,Cẩm nang du lịch Bình Ba,0.0009157402443533247,13.txt,1199.0,555.0,"đảo, biển, bãi, bình_ba, đi, bình, du_khách, du_lịch, giá, đồng","bình_ba, đảo, tôm_hùm, bãi, biển",0.002280209035498493,0.0018708683981549425
14,https://vnexpress.net/cam-nang-du-lich-bac-lieu-4447282.html,Cẩm nang du lịch Bạc Liêu,0.0,14.txt,1431.0,735.0,"bạc_liêu, du_khách, đồng, cánh, đi, lễ_hội, thành_phố, giá, biển, km","bạc_liêu, ba_khía, bồn, công_tử, đồng",0.0028655888356797655,0.0020059121849758357
15,https://vnexpress.net/cam-nang-du-lich-ben-tre-4447138.html,Cẩm nang du lịch Bến Tre,0.0,15.txt,1127.0,555.0,"bến_tre, dừa, du_khách, miền, dân, ảnh, du_lịch, sông, thưởng_thức, cồn","bến_tre, dừa, cồn, làng_nghề, trái_cây",0.0026933896694778443,0.0018853727686344909
16,https://vnexpress.net/cam-nang-du-lich-buon-ma-thuot-4190200.html,Cẩm nang du lịch Buôn Ma Thuột,0.006104242741099747,16.txt,1561.0,759.0,"buôn_ma_thuột, cà_phê, ảnh, thành_phố, du_lịch, du_khách, đăk, lăk, đường, đồng","buôn_ma_thuột, cà_phê, lăk, đăk, tưới",0.0028457203605258847,0.0038232770746980432
